ID de Licitacion,Institucion Convocante,Tipo de Licitacion,Fecha de Publicacion de convocatoria,Fecha de Cierre de Convocatoria,Fecha de primera Adjudicacion,Ministro a cargo,Categoria del bien a adquirir,Tag,URL de la Licitacion,Link al PBC
368544,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-08-14,,2019-08-01,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/368544-adquisicion-medicamento-composicion-especifica-tratamiento-enfermedades-oncologicas-1.html,
368536,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-06,2019-10-10T09:50:00-04:00,2019-10-10,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368536-adquisicion-palivizumab-100-mg-50-mg-inyectable-hospital-general-barrio-obrero-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/aat8lCWwHkI%253D
368501,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-11,2019-10-29T09:50:00-04:00,2019-10-29,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368501-adquisicion-suturas-quirurgicas-programa-nacional-salud-ocular-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/so0chJTI3KQ%253D
368452,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-19,2019-10-23T10:50:00-04:00,2019-10-23,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368452-adquisicion-infliximab-100-mg-inyectable-hospital-general-pediatrico-acosta-nu-msp-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/C023TZifIac%253D
368440,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-10-23,2019-11-22T08:50:00-04:00,2019-11-22,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368440-adquisicion-oxigeno-gases-medicinales-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/WYpXB6ikA74%253D
368428,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2020-03-05,2020-04-14T14:50:00-04:00,2020-04-14,Julio Mazzoleni (PostCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368428-adquisicion-equipos-gases-medicinales-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/gobXZyJPc6M%253D
368323,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-11-25,2019-12-06T08:50:00-04:00,2019-12-06,Julio Mazzoleni (PreCovid),Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/368323-diagnostico-gestion-seguridad-informacion-infraestructura-tecnologica-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/SwDE4sCOIp8%253D
368308,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-11-19,2019-12-05T14:50:00-04:00,2019-12-05,Julio Mazzoleni (PreCovid),Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/368308-servicio-despacho-aduanero-dependencias-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/BzZFD0Lp2zs%253D
368059,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-11-11,2019-12-23T08:50:00-04:00,2019-12-23,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368059-adquisicion-protesis-e-insumos-cardiologicos-hospital-hospital-pediatrico-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/IKawxmAl9Cc%253D
368010,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-08-08,2019-10-22T14:00:00-04:00,2019-10-22,Julio Mazzoleni (PreCovid),"Consultoria - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión",,https://www.contrataciones.gov.py/licitaciones/convocatoria/368010-servicio-consultoria-obtencion-licencia-ambiental-establecimientos-sanitarios-depend-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Q3c1R%252FldPNE%253D
367996,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-11-19,2019-12-02T09:00:00-04:00,2019-12-02,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367996-servicio-desagote-sanitarios-portatiles-senasa-3.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/OlqvHsm65eE%253D
367987,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-09-10,2019-09-20T08:50:00-04:00,2019-09-20,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367987-adquisicion-productos-alimenticios-xvii-rs-alto-paraguay-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/DEM6rMvn9Ag%253D
367984,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-26,2019-09-13T09:50:00-04:00,2019-09-13,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367984-adquisicion-peliculas-radiograficas-35-x-35-sensible-verde-1.html,
367888,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-09,2019-08-23T09:50:00-04:00,2019-08-23,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367888-reparacion-equipos-accesorios-sistema-provision-gases-medicinales-hospital-general-1.html,
367840,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-11-08,2019-12-05T10:00:00-04:00,2019-12-05,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367840-servicio-limpieza-integral-hospital-general-barrio-obrero-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/xgxHmlJ7SHw%253D
367821,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-08-01,2019-08-29T10:00:00-04:00,2019-08-29,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367821-contratacion-servicios-limpieza-edificios-dnvs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/dWkOc%252Fs7%252B5g%253D
367816,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-09-20,2019-09-27T09:00:00-04:00,2019-09-27,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367816-mantenimiento-reparacion-generador-electrico-camara-frigorifica-freezer-censsa-1.html,
367763,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-07-26,2019-08-08T10:00:00-04:00,2019-08-08,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367763-mantenimiento-reparacion-equipos-tratamiento-residuos-bioinfecciosos-marca-ecodas-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/ASyJxk7ddOk%253D
367755,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-09-13,2019-09-27T09:00:00-04:00,2019-09-27,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,agricultura_familiar;produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367755-adquisicion-productos-alimenticios-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/j7bvs1u5wEk%253D
367734,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-19,2019-10-03T09:00:00-04:00,2019-10-07,Julio Mazzoleni (PreCovid),Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/367734-adquisicion-insecticidas-fumigantes-varios-senepa-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/a%252F2OHImtJMY%253D
367684,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-07-24,,2019-07-09,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/367684-adquisicion-medicamento-anticuerpo-monoclonal-instituto-medicina-tropical-1.html,
367606,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-10,2019-09-24T08:00:00-04:00,2019-09-26,Julio Mazzoleni (PreCovid),Servicios - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia,,https://www.contrataciones.gov.py/licitaciones/convocatoria/367606-servicio-seguridad-vigilancia-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/zGDmD0QFTNY%253D
367565,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-20,2019-08-27T09:00:00-04:00,2019-08-27,Julio Mazzoleni (PreCovid),"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367565-impresiones-artes-graficas-1.html,
367562,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-09-19,2019-09-30T08:50:00-04:00,2019-09-30,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367562-mantenimiento-reparaciones-instalaciones-electricas-provision-agua-instituto-medicin-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Jj6OkGcZOfo%253D
367452,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-21,2019-09-04T09:50:00-04:00,2019-09-04,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367452-adquisicion-iobitridol-300-mg-hospital-san-pablo-mspybs-1.html,
367423,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-23,2019-09-04T09:50:00-04:00,2019-09-04,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367423-adquisicion-alimentos-personal-guardia-pacientes-1.html,
367410,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-27,2019-12-05T09:00:00-04:00,2019-12-05,Julio Mazzoleni (PreCovid),Bienes - Elementos e insumos de limpieza,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367410-adquisicion-elementos-e-insumos-limpieza-hospital-distrital-ita-1.html,
367366,Ministerio de Salud Pública y Bienestar Social (MSPBS),BID - Licitación Internacional,2019-10-21,2019-12-02T10:00:00-04:00,2019-12-02,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367366-adquisicion-equipos-medicos-mobiliarios-unidades-salud-familiar-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/UGYspd3BX%252Fg%253D
367359,Ministerio de Salud Pública y Bienestar Social (MSPBS),BID - Concurso de Ofertas (CO/CP),2019-10-15,2019-10-29T10:00:00-04:00,2019-10-29,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367359-adquisicion-equipos-diagnostico-evaluacion-visual-auditiva-ninos-tamizaje-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/fN1TKWQNtVw%253D
367328,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-07-19,,2019-06-28,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/367328-adquisicion-medicamento-composicion-especifica-tratamiento-enfermedades-oncologicas-1.html,
367296,Ministerio de Salud Pública y Bienestar Social (MSPBS),BID - Concurso de Ofertas (CO/CP),2019-09-13,2019-10-11T10:00:00-04:00,2019-10-11,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367296-adquisicion-electromiografo-hospital-general-pediatrico-ninos-acota-nu-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/aAGW0pLebXw%253D
367263,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-07-23,2019-08-08T09:00:00-04:00,2019-08-12,Julio Mazzoleni (PreCovid),Servicios - Seguros,,https://www.contrataciones.gov.py/licitaciones/convocatoria/367263-adquisicion-seguros-ambulancias-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/guaaFl6oSnY%253D
367197,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-25,2019-12-03T11:00:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/367197-adquisicion-recarga-extintores-xvi-rsb-1.html,
367196,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-10-29,2019-11-07T11:00:00-04:00,2019-11-07,Julio Mazzoleni (PreCovid),Bienes - Productos quimicos,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367196-adquisicion-pinturas-e-insecticidas-xvi-rsb-1.html,
367194,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-27,2019-12-03T12:00:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367194-adquisicion-utiles-oficina-xvi-rsb-1.html,
367193,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-27,2019-12-03T14:00:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),"Bienes - Utensilios de cocina y comedor, Productos de Porcelana, vidrio y loza",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367193-adquisicion-utensilios-cocina-xvi-rsb-1.html,
367191,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-27,2019-12-03T15:00:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,https://www.contrataciones.gov.py/licitaciones/convocatoria/367191-adquisicion-materiales-electricos-xvi-rsb-1.html,
367157,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-08-14,2019-09-09T08:50:00-04:00,2019-09-09,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367157-adquisicion-productos-alimenticios-hospital-general-materno-infantil-san-pablo-mspyb-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/KGYE3fOYnxM%253D
367125,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-26,2019-12-11T09:00:00-04:00,2019-12-11,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,agricultura_familiar;produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367125-adquisicion-alimentos-personas-1.html,
367113,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-07-31,,2019-07-01,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/367113-adquisicion-medicamentos-mspbs-1.html,
367022,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-07-09,,2019-06-19,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/367022-adquisicion-cinta-adhesiva-quirurgica-placa-mamografica-mspbs-1.html,
367000,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-25,2019-12-03T08:00:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),Bienes - Elementos e insumos de limpieza,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/367000-adquisicion-articulos-limpieza-1.html,
366942,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-10-14,2019-10-25T08:45:00-04:00,2019-10-25,Julio Mazzoleni (PreCovid),Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/366942-servicio-impresion-formularios-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/gFeEsgMas0Q%253D
366937,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-07-19,,2019-06-25,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/366937-adquisicion-urgente-reactivos-banco-sangre-hospital-nacional-itaugua-1.html,
366927,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-11-13,2019-11-26T08:50:00-04:00,2019-11-26,Julio Mazzoleni (PreCovid),Bienes - Elementos e insumos de limpieza,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/366927-adquisicion-elementos-limpieza-dependencias-nivel-central-msp-bs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/BIsO0%252FTLc2I%253D
366896,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-30,2019-12-03T09:50:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366896-adquisicion-hilos-sutura-quirurgica-mspybs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/IvWTlJq%252Fh%252BE%253D
366887,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-22,2019-12-02T09:10:00-04:00,2019-12-02,Julio Mazzoleni (PreCovid),Bienes - Elementos e insumos de limpieza,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/366887-adquisicion-elementos-limpieza-1.html,
366880,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-09,2019-09-26T08:00:00-04:00,2019-09-30,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366880-servicio-limpieza-integral-hospital-trauma-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/YdfXd9zYiAs%253D
366874,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-04,2019-09-19T08:00:00-04:00,2019-09-23,Julio Mazzoleni (PreCovid),Servicios - Seguros,,https://www.contrataciones.gov.py/licitaciones/convocatoria/366874-seguro-vehiculos-senasa-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/dfaFJVSzvng%253D
366855,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-09,2019-08-29T09:50:00-04:00,2019-08-29,Julio Mazzoleni (PreCovid),Servicios - Servicios Técnicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/366855-contratacion-servicios-alquiler-fotocopiadora-ins-direccion-enfermedades-no-transmis-1.html,
366827,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-10-30,2019-11-07T10:15:00-04:00,2019-11-07,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366827-mantenimiento-reparacion-bombas-vacio-compresores-aires-1.html,
366826,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-13,2019-08-22T09:45:00-04:00,2019-08-22,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366826-mantenimiento-reparacion-camara-frigorifica-1.html,
366822,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-08-09,2019-08-19T09:15:00-04:00,2019-08-19,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366822-mantenimiento-reparacion-equipos-varios-1.html,
366818,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-10-22,2019-10-29T09:20:00-04:00,2019-10-29,Julio Mazzoleni (PreCovid),Bienes - Productos quimicos,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/366818-adquisicion-insecticidas-pinturas-otros-1.html,
366815,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-18,2019-12-03T10:15:00-04:00,2019-12-03,Julio Mazzoleni (PreCovid),"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366815-mantenimiento-reparacion-consola-gases-medicinales-1.html,
366808,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-08-26,2019-10-09T09:00:00-04:00,2019-10-09,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,produccion_nacional;agricultura_familiar,https://www.contrataciones.gov.py/licitaciones/convocatoria/366808-adquisicion-alimentos-personas-hospital-distrital-ita-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/rDx35U%252F0Vg8%253D
366798,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-07-31,2019-08-21T09:45:00-04:00,2019-08-21,Julio Mazzoleni (PreCovid),"Servicios - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366798-servicio-estudios-resonancia-magnetica-1.html,
366770,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-09-23,2019-10-11T08:50:00-04:00,2019-10-11,Julio Mazzoleni (PreCovid),Bienes - Productos quimicos,,https://www.contrataciones.gov.py/licitaciones/convocatoria/366770-recarga-extintores-1.html,
366714,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-10,2019-10-14T09:50:00-04:00,2019-10-14,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366714-adquisicion-reactivos-paa-inmunohistoquimica-inst-nac-cancer-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/dQb1tbLRmBw%253D
366687,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-09-06,2019-10-28T09:50:00-04:00,2019-10-28,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366687-adquisicion-reactivos-e-insumos-anatomia-patologica-citologia-mspybs-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/ko1rzILV%252B8k%253D
366674,Ministerio de Salud Pública y Bienestar Social (MSPBS),Concurso de Ofertas,2019-09-06,2019-09-17T08:45:00-04:00,2019-09-17,Julio Mazzoleni (PreCovid),"Bienes - Utiles de oficina, Productos de papel y cartón e impresos",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366674-adquisicion-papel-carton-plurianual-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/Xcukr4AOAHI%253D
366592,Ministerio de Salud Pública y Bienestar Social (MSPBS),Licitación Pública Nacional,2019-10-04,2019-10-28T08:50:00-04:00,2019-10-28,Julio Mazzoleni (PreCovid),Bienes - Productos Alimenticios,produccion_nacional;agricultura_familiar,https://www.contrataciones.gov.py/licitaciones/convocatoria/366592-adquisicion-productos-alimenticios-regiones-sanitarias-dependientes-nivel-central-ms-1.html,https://www.contrataciones.gov.py/documentos/download/convocatoria/DgEHXk20kYg%253D
366589,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación por Excepción,2019-06-28,,2019-06-28,Julio Mazzoleni (PreCovid),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",urgencia_impostergable,https://www.contrataciones.gov.py/licitaciones/convocatoria/366589-adquisicion-guantes-procedimiento-mspbs-1.html,
366560,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-26,2019-12-13T08:30:00-04:00,2019-12-13,Julio Mazzoleni (PreCovid),"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,https://www.contrataciones.gov.py/licitaciones/convocatoria/366560-adquisicion-materiales-electricos-1.html,
366557,Ministerio de Salud Pública y Bienestar Social (MSPBS),Contratación Directa,2019-11-13,2019-11-22T09:30:00-04:00,2019-11-22,Julio Mazzoleni (PreCovid),Bienes - Elementos e insumos de limpieza,produccion_nacional,https://www.contrataciones.gov.py/licitaciones/convocatoria/366557-adquisicion-insumos-elementos-limpieza-1.html,
